TARGET	AGENT	COMP1	COMP2	COMP3	NONSE1	NONSE2	NONSE3	NONSE4	NONSE5	COMPnum	NONSEnum	ITEM	SCENE	ORDER	SUBJECT	COND	ACCURACY	TARGET_early	AGENT_early	COMP1_early	COMP2_early	COMP3_early	NONSE1_early	NONSE2_early	NONSE3_early	NONSE4_early	NONSE5_early
NaN	1189	2708	NaN	NaN	2235	1954	1004	1679	NaN	1	4	46	30	31	49	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	957	NaN	NaN
NaN	1168	2240	1447	1964	2604	NaN	NaN	NaN	NaN	3	1	47	31	32	49	0	1	NaN	7	NaN	357	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1500	1300	2636	NaN	1897	3161	NaN	NaN	NaN	2	3	37	21	1	50	0	1	NaN	412	1258	1014	NaN	225	NaN	NaN	NaN	NaN
NaN	892	1223	1577	2500	2864	NaN	NaN	NaN	NaN	3	2	44	28	2	50	0	1	NaN	411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2177	1138	NaN	1725	1982	NaN	NaN	NaN	NaN	NaN	3	1	74	10	3	50	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	783	2549	NaN	2125	2828	NaN	NaN	NaN	NaN	3	1	34	18	4	50	0	1	NaN	739	NaN	NaN	296	7	NaN	NaN	NaN	NaN
NaN	1330	1136	2123	NaN	2755	NaN	NaN	NaN	NaN	3	1	47	31	5	50	0	1	NaN	7	1081	642	NaN	NaN	NaN	NaN	NaN	NaN
1200	NaN	2335	2630	NaN	1747	NaN	NaN	NaN	NaN	3	1	1	1	6	50	1	1	1148	476	NaN	NaN	231	NaN	NaN	NaN	NaN	NaN
NaN	976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	7	50	2	1	NaN	920	NaN	250	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1080	NaN	NaN	NaN	NaN	NaN	NaN	1261	NaN	0	4	35	19	8	50	0	1	NaN	7	NaN	NaN	NaN	NaN	841	NaN	NaN	NaN
NaN	633	1231	NaN	NaN	2093	2567	NaN	NaN	NaN	2	2	38	22	9	50	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3244	2949	1645	2266	2121	NaN	NaN	NaN	NaN	NaN	3	1	80	16	10	50	2	1	NaN	490	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1474	991	2221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	11	50	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1138	1328	NaN	NaN	2632	3725	NaN	NaN	NaN	NaN	3	1	8	8	12	50	1	1	415	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1505	1024	1340	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	13	50	1	1	NaN	975	327	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1167	1469	2021	NaN	2555	NaN	NaN	NaN	NaN	NaN	3	0	7	7	14	50	1	1	905	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1677	1112	NaN	2061	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	15	50	1	1	NaN	7	NaN	NaN	NaN	568	NaN	NaN	NaN	NaN
NaN	2912	NaN	NaN	NaN	2023	2656	NaN	NaN	NaN	0	5	40	24	16	50	0	1	NaN	582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1223	1010	NaN	NaN	1809	1517	2562	NaN	NaN	1	3	33	17	17	50	0	1	NaN	7	687	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1593	659	1368	2090	2731	NaN	NaN	NaN	NaN	NaN	3	0	2	2	18	50	1	1	NaN	371	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1715	565	1156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	79	15	19	50	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1465	765	1193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	20	50	2	1	NaN	710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	962	2956	NaN	NaN	1766	2514	3237	NaN	NaN	1	3	41	25	21	50	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	882	NaN	NaN	NaN	2104	1870	2225	NaN	NaN	0	4	39	23	22	50	0	1	NaN	679	NaN	NaN	NaN	NaN	544	NaN	NaN	NaN
NaN	1016	2084	NaN	NaN	1692	1842	NaN	NaN	NaN	1	4	45	29	23	50	0	1	NaN	535	279	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2448	1010	2272	1674	2040	NaN	NaN	NaN	NaN	NaN	3	0	73	9	24	50	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	710	NaN	NaN	NaN	1900	2155	NaN	NaN	2580	0	5	43	27	25	50	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	900	NaN	NaN	NaN	2319	2066	3242	2664	NaN	1	4	46	30	26	50	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1152	2550	1748	2379	1401	NaN	NaN	NaN	NaN	3	1	36	20	27	50	0	1	NaN	7	NaN	NaN	NaN	719	NaN	NaN	NaN	NaN
NaN	977	1725	2797	NaN	1462	2606	2326	NaN	NaN	2	3	42	26	28	50	0	1	NaN	629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1731	485	1486	3006	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	29	50	2	1	NaN	444	244	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1304	1945	2882	NaN	1568	NaN	NaN	NaN	NaN	2	2	48	32	30	50	0	1	NaN	352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1434	1179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	31	50	1	1	NaN	341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1515	2251	NaN	NaN	839	1009	NaN	NaN	NaN	NaN	3	1	67	3	1	51	2	1	NaN	7	NaN	NaN	816	NaN	NaN	NaN	NaN	NaN
1423	1105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	2	51	2	1	393	801	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1526	NaN	991	2533	1213	NaN	NaN	NaN	NaN	NaN	3	0	11	11	3	51	1	1	NaN	281	NaN	693	NaN	NaN	NaN	NaN	NaN	NaN
NaN	886	1484	1992	2589	NaN	NaN	NaN	NaN	NaN	3	2	44	28	4	51	0	1	NaN	426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1317	NaN	NaN	NaN	2213	2432	1036	NaN	NaN	0	5	40	24	5	51	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1001	346	NaN
NaN	NaN	1618	NaN	NaN	NaN	1448	NaN	999	NaN	1	4	45	29	6	51	0	1	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	970	NaN
NaN	1047	1435	NaN	NaN	NaN	1957	NaN	NaN	NaN	1	3	33	17	7	51	0	1	NaN	7	NaN	NaN	NaN	NaN	370	NaN	NaN	NaN
815	NaN	1330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	8	51	1	1	769	533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1403	NaN	NaN	NaN	1932	NaN	2065	2326	NaN	0	4	35	19	9	51	0	1	NaN	7	NaN	NaN	NaN	NaN	480	NaN	806	NaN
NaN	1000	1611	NaN	NaN	NaN	2172	NaN	NaN	NaN	2	3	42	26	10	51	0	1	NaN	750	NaN	NaN	NaN	376	NaN	NaN	NaN	NaN
756	1698	1463	NaN	1935	NaN	NaN	NaN	NaN	NaN	3	0	70	6	11	51	2	1	712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2481	NaN	1842	2972	1530	NaN	NaN	NaN	NaN	NaN	3	1	65	1	12	51	2	1	NaN	NaN	NaN	NaN	332	NaN	NaN	NaN	NaN	NaN
2439	2713	2064	1720	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	13	51	2	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1660	1130	NaN	1365	2554	NaN	NaN	NaN	NaN	NaN	3	0	71	7	14	51	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2250	1142	2697	2416	NaN	NaN	NaN	NaN	NaN	3	1	34	18	15	51	0	1	NaN	NaN	319	NaN	NaN	792	NaN	NaN	NaN	NaN
NaN	1025	NaN	1353	NaN	2382	NaN	NaN	NaN	NaN	3	1	47	31	16	51	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1721	947	NaN	2072	NaN	1513	NaN	NaN	NaN	NaN	3	1	69	5	17	51	2	1	NaN	7	NaN	NaN	NaN	371	NaN	NaN	NaN	NaN
NaN	1097	1732	2468	1969	1402	NaN	NaN	NaN	NaN	3	1	36	20	18	51	0	1	NaN	7	NaN	833	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1061	2202	1997	NaN	1748	2975	NaN	NaN	NaN	2	3	37	21	19	51	0	1	NaN	832	NaN	NaN	NaN	446	NaN	NaN	NaN	NaN
2083	807	NaN	NaN	1027	NaN	NaN	NaN	NaN	NaN	3	1	15	15	20	51	1	1	371	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1151	2379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	21	51	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2254	NaN	NaN	NaN	NaN	831	1297	1652	NaN	0	4	39	23	22	51	0	1	NaN	NaN	NaN	NaN	NaN	NaN	787	NaN	NaN	NaN
NaN	2266	1589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	16	16	23	51	1	1	NaN	743	NaN	592	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	2041	NaN	NaN	1219	1676	NaN	NaN	NaN	2	2	48	32	24	51	0	1	NaN	739	NaN	NaN	NaN	480	NaN	NaN	NaN	NaN
1774	1986	NaN	1062	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	25	51	1	1	NaN	NaN	NaN	1022	NaN	NaN	NaN	NaN	NaN	NaN
NaN	812	1785	1500	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	26	51	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1004	2027	NaN	NaN	2146	1317	NaN	1746	NaN	1	4	46	30	27	51	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	667	1153	NaN	NaN	1429	1679	1873	NaN	NaN	1	3	41	25	28	51	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1509	NaN	NaN	NaN	1280	976	NaN	NaN	NaN	NaN	3	1	10	10	29	51	1	1	NaN	7	NaN	312	662	950	NaN	NaN	NaN	NaN
NaN	886	NaN	NaN	NaN	NaN	1035	NaN	1502	1875	0	5	43	27	30	51	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1775	1126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	12	12	31	51	1	1	NaN	312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	1	52	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2451	889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	2	52	1	1	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	381	NaN	2012	1813	NaN	NaN	NaN	NaN	NaN	3	1	3	3	3	52	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1729	731	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	4	52	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1125	1823	NaN	1698	NaN	NaN	NaN	NaN	NaN	3	1	34	18	5	52	0	1	NaN	1082	200	NaN	399	NaN	NaN	NaN	NaN	NaN
1602	1247	NaN	2361	2635	1929	NaN	NaN	NaN	NaN	3	1	1	1	6	52	1	1	NaN	NaN	149	NaN	317	NaN	NaN	NaN	NaN	NaN
2000	929	NaN	1733	3187	NaN	NaN	NaN	NaN	NaN	3	0	73	9	7	52	2	1	NaN	7	NaN	NaN	653	NaN	NaN	NaN	NaN	NaN
NaN	919	4614	1227	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	8	52	2	1	NaN	867	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2216	1568	NaN	1004	1383	NaN	NaN	NaN	NaN	NaN	3	0	75	11	9	52	2	1	NaN	372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1598	2372	1197	NaN	2269	3589	NaN	NaN	NaN	2	2	48	32	10	52	0	1	NaN	220	NaN	1158	NaN	7	908	NaN	NaN	NaN
NaN	1195	1035	NaN	NaN	2414	3107	1844	NaN	NaN	1	3	41	25	11	52	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	985	NaN	NaN	NaN	1613	1777	NaN	1980	NaN	0	5	43	27	12	52	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	282	NaN	NaN
NaN	627	1461	NaN	NaN	2115	1898	2279	NaN	NaN	2	3	42	26	13	52	0	1	NaN	438	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	1183	2091	1696	NaN	1889	NaN	NaN	NaN	NaN	3	1	47	31	14	52	0	1	NaN	7	NaN	259	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1682	3539	1425	NaN	4326	2664	NaN	NaN	NaN	2	3	37	21	15	52	0	1	NaN	1157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	4	35	19	16	52	0	1	NaN	7	NaN	NaN	NaN	NaN	139	NaN	NaN	NaN
NaN	937	NaN	NaN	NaN	NaN	1609	2259	2117	NaN	0	4	39	23	17	52	0	1	NaN	709	NaN	NaN	NaN	555	NaN	NaN	NaN	NaN
NaN	1001	2552	1787	1986	3225	NaN	NaN	NaN	NaN	3	1	36	20	18	52	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1807	918	1989	NaN	2265	NaN	NaN	NaN	NaN	NaN	3	0	7	7	19	52	1	1	NaN	7	NaN	472	NaN	NaN	NaN	NaN	NaN	NaN
2664	957	2458	NaN	2138	NaN	NaN	NaN	NaN	NaN	3	0	76	12	20	52	2	1	NaN	350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1647	1055	2580	2995	1251	2389	NaN	NaN	NaN	NaN	3	1	79	15	21	52	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2188	850	NaN	NaN	1882	NaN	NaN	NaN	NaN	NaN	3	1	74	10	22	52	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1478	2150	2489	2353	2669	NaN	NaN	NaN	3	2	44	28	23	52	0	1	NaN	381	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
779	1018	2654	3038	3244	NaN	NaN	NaN	NaN	NaN	3	0	2	2	24	52	1	1	440	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	733	1606	NaN	NaN	2479	1376	3591	NaN	NaN	1	3	33	17	25	52	0	1	NaN	194	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2842	1463	NaN	2019	NaN	NaN	NaN	NaN	NaN	NaN	3	1	80	16	26	52	2	1	NaN	650	413	NaN	NaN	7	NaN	NaN	NaN	NaN
1846	1332	NaN	NaN	3634	NaN	NaN	NaN	NaN	NaN	3	1	78	14	27	52	2	1	NaN	324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2752	NaN	NaN	NaN	1707	2217	1039	NaN	1530	0	5	40	24	28	52	0	1	NaN	415	NaN	NaN	NaN	NaN	NaN	1002	237	749
NaN	1038	1747	NaN	NaN	2814	2608	NaN	NaN	NaN	1	4	45	29	29	52	0	1	NaN	NaN	279	NaN	NaN	411	594	NaN	NaN	NaN
1138	1275	NaN	2372	2659	NaN	NaN	NaN	NaN	NaN	3	1	8	8	30	52	1	1	7	423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	953	2134	NaN	NaN	1623	1779	NaN	2484	NaN	1	4	46	30	31	52	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1310	NaN	1029	1531	1805	NaN	NaN	NaN	NaN	NaN	3	1	69	5	1	53	2	1	NaN	7	NaN	NaN	NaN	586	NaN	NaN	NaN	NaN
985	NaN	819	NaN	1463	NaN	NaN	NaN	NaN	NaN	3	0	11	11	2	53	1	1	NaN	579	333	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3859	2510	1746	1220	NaN	NaN	NaN	NaN	NaN	3	1	34	18	3	53	0	1	NaN	759	NaN	NaN	1193	427	NaN	NaN	NaN	NaN
1601	1209	1919	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	4	53	1	1	628	NaN	480	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2631	2857	1974	3388	NaN	NaN	NaN	NaN	3	1	36	20	5	53	0	1	NaN	7	717	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1580	NaN	NaN	1412	1008	NaN	NaN	NaN	1	4	45	29	6	53	0	1	NaN	NaN	7	NaN	NaN	NaN	753	NaN	536	NaN
1370	NaN	1070	2124	NaN	NaN	NaN	NaN	NaN	NaN	3	0	71	7	7	53	2	1	NaN	7	1009	NaN	NaN	NaN	NaN	NaN	NaN	NaN
858	2288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	9	9	8	53	1	1	803	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2672	NaN	1786	1215	NaN	NaN	NaN	NaN	NaN	NaN	3	1	16	16	9	53	1	1	NaN	601	NaN	1177	954	7	NaN	NaN	NaN	NaN
NaN	816	NaN	NaN	NaN	1211	1567	1842	2033	NaN	0	5	43	27	10	53	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1572	NaN	NaN	1014	1327	NaN	NaN	NaN	NaN	NaN	3	1	10	10	11	53	1	1	NaN	7	632	983	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1271	856	NaN	3110	2612	NaN	NaN	NaN	2	2	38	22	12	53	0	1	NaN	7	NaN	790	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	774	1046	2921	1383	2678	NaN	NaN	NaN	3	2	44	28	13	53	0	1	NaN	403	730	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1699	NaN	NaN	2799	1570	2231	NaN	NaN	1	3	33	17	14	53	0	1	NaN	274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
777	2432	NaN	1229	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	15	53	1	1	731	NaN	NaN	349	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2603	NaN	NaN	NaN	3003	950	1633	2372	1908	0	5	40	24	16	53	0	1	NaN	NaN	NaN	NaN	NaN	NaN	892	NaN	591	NaN
2726	2913	1458	1071	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	17	53	2	1	NaN	596	342	1009	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2875	1326	1688	2631	NaN	NaN	NaN	NaN	3	1	47	31	18	53	0	1	NaN	7	773	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1041	NaN	NaN	844	2286	1375	NaN	NaN	1	3	41	25	19	53	0	1	NaN	7	NaN	NaN	NaN	440	NaN	NaN	NaN	NaN
1710	713	NaN	1931	1564	NaN	NaN	NaN	NaN	NaN	3	1	65	1	20	53	2	1	NaN	659	NaN	NaN	282	NaN	NaN	NaN	NaN	NaN
NaN	4039	1958	NaN	NaN	2141	1044	3794	1541	NaN	1	4	46	30	21	53	0	1	NaN	7	NaN	NaN	NaN	NaN	849	NaN	NaN	NaN
NaN	NaN	1307	NaN	NaN	1683	NaN	NaN	NaN	NaN	2	2	48	32	22	53	0	1	NaN	NaN	NaN	847	NaN	7	1044	NaN	NaN	NaN
NaN	1221	NaN	NaN	NaN	NaN	1084	2716	1355	NaN	0	4	35	19	23	53	0	1	NaN	7	NaN	NaN	NaN	778	1034	NaN	NaN	NaN
1474	NaN	580	NaN	1698	NaN	NaN	NaN	NaN	NaN	3	0	70	6	24	53	2	1	NaN	345	526	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2161	1577	NaN	NaN	1939	NaN	NaN	NaN	NaN	NaN	3	0	12	12	25	53	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2562	NaN	NaN	NaN	1946	1189	NaN	2159	NaN	0	4	39	23	26	53	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	363	NaN	NaN
1936	NaN	1016	1291	NaN	805	NaN	NaN	NaN	NaN	3	1	67	3	27	53	2	1	NaN	7	NaN	NaN	NaN	760	NaN	NaN	NaN	NaN
NaN	2000	2231	2461	NaN	3616	1343	NaN	NaN	NaN	2	3	37	21	28	53	0	1	NaN	542	NaN	NaN	NaN	276	1287	NaN	NaN	NaN
884	1177	NaN	1355	1602	NaN	NaN	NaN	NaN	NaN	3	1	15	15	29	53	1	1	838	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1625	1006	NaN	NaN	NaN	2647	NaN	NaN	NaN	NaN	3	1	72	8	30	53	2	1	298	818	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	937	2109	NaN	NaN	1788	2574	2972	NaN	NaN	2	3	42	26	31	53	0	1	NaN	562	NaN	NaN	NaN	362	NaN	NaN	NaN	NaN
1354	618	1128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	32	53	2	1	NaN	390	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1432	2656	3062	NaN	1893	3524	NaN	NaN	NaN	2	3	37	21	1	54	0	1	NaN	1232	NaN	338	NaN	NaN	NaN	NaN	NaN	NaN
1584	1003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	3	3	2	54	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2306	812	NaN	2108	1989	NaN	NaN	NaN	NaN	NaN	3	1	79	15	3	54	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2122	941	NaN	1881	2974	NaN	NaN	NaN	NaN	NaN	3	0	7	7	4	54	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2107	812	NaN	1177	NaN	NaN	NaN	NaN	NaN	NaN	3	0	77	13	5	54	2	1	NaN	605	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
1595	771	NaN	1859	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	6	54	1	1	431	588	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1961	1546	NaN	NaN	1722	NaN	NaN	NaN	NaN	NaN	3	1	1	1	7	54	1	1	NaN	382	NaN	NaN	272	NaN	NaN	NaN	NaN	NaN
NaN	690	1859	2863	2300	3381	NaN	NaN	NaN	NaN	3	1	36	20	8	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1114	NaN	NaN	NaN	NaN	1475	1737	2541	NaN	0	4	39	23	9	54	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	801	2471	NaN	NaN	1955	1713	3015	2822	NaN	1	4	46	30	10	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2148	990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	11	54	2	1	NaN	236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	528	1844	NaN	NaN	1644	2470	2745	NaN	NaN	1	3	41	25	12	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	2584	2356	NaN	2848	NaN	NaN	NaN	3	2	44	28	13	54	0	1	NaN	468	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1711	1191	1382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	14	54	1	1	NaN	246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1031	NaN	NaN	NaN	1848	NaN	2370	2205	NaN	0	4	35	19	15	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1820	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	8	8	16	54	1	1	304	800	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1277	2323	1698	2537	2949	NaN	NaN	NaN	NaN	3	1	47	31	17	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	2338	1717	2632	NaN	NaN	NaN	NaN	3	1	34	18	18	54	0	1	NaN	443	NaN	NaN	330	NaN	NaN	NaN	NaN	NaN
1997	577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	73	9	19	54	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	982	NaN	NaN	NaN	1612	NaN	NaN	1996	2376	0	5	43	27	20	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	729	2191	2819	NaN	1799	2622	NaN	NaN	NaN	2	3	42	26	21	54	0	1	NaN	516	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
2366	1034	1672	2163	NaN	NaN	NaN	NaN	NaN	NaN	3	0	76	12	22	54	2	1	NaN	306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	48	32	23	54	0	1	NaN	544	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	627	1609	1995	NaN	2696	2542	NaN	NaN	NaN	2	2	38	22	24	54	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1353	NaN	1774	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	25	54	2	1	NaN	314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2266	754	1581	1990	NaN	NaN	NaN	NaN	NaN	NaN	3	1	74	10	26	54	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2061	1022	1802	NaN	NaN	1652	NaN	NaN	NaN	NaN	3	1	5	5	27	54	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2941	3493	NaN	2552	1713	3330	NaN	NaN	NaN	NaN	3	1	80	16	28	54	2	1	NaN	454	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	789	1246	NaN	NaN	2676	2301	NaN	NaN	NaN	1	4	45	29	29	54	0	1	NaN	466	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
